房屋标题,租房地址,租房价格,详情页链接
全源宣武区广安门内菜市口一居出租,宣武-陶然亭租房-四平园小区,4700元/月,http://bj.ganji.com/fang1/2808553287x.htm
朝阳白家楼小区 近朝阳大悦城环境超好真实图片,朝阳-朝青板块租房-白家楼,1900元/月,http://bj.ganji.com/fang3/2852104546x.htm
朝阳-北苑 莲葩园,朝阳-北苑租房-莲葩园,1850元/月,http://bj.ganji.com/fang3/2852718451x.htm
亦庄北岸精装修两居室，家具家电全齐，可季付,大兴-旧宫租房-亦庄北岸,4200元/月,http://bj.ganji.com/fang1/2770070362x.htm
白各庄新村正规大四居室出租,昌平-北七家租房-白各庄新村,4500元/月,http://bj.ganji.com/fang3/2789857716x.htm
艾迪城 精装修 紧邻中粮祥云小镇,顺义-后沙峪租房-艾迪城,4300元/月,http://bj.ganji.com/fang1/2867311709x.htm
三元桥、远洋新干线、佳程广场、霞光里小区次卧出租,朝阳-三元桥租房-霞光里35号院,2300元/月,http://bj.ganji.com/fang3/2804930312x.htm
地铁线生物医药基地珺悦国际豪装两居纯南向家电全齐随时看房,大兴-生物医药基地租房-珺悦国际,4300元/月,http://bj.ganji.com/fang1/2872375712x.htm
"精装修,全新次出租,出租次卧只限女孩租住。",租房-合生滨江帝景二期,2900元/月,http://bj.ganji.com/fang3/2938343771x.htm
回龙观 领秀慧谷 豪华装修一居室 家电家具齐全 看房随时,昌平-沙河镇租房-领秀慧谷A区(三区),3950元/月,http://bj.ganji.com/fang1/2936144921x.htm
"6号线草房 306,502,639马各庄东车站 步行100米",朝阳-四惠租房-马各庄公寓,1200元/月,http://bj.ganji.com/fang1/2934478721x.htm
出租垡头欢乐谷永辉超市翠城馨园温馨单人房,朝阳-垡头租房-翠成馨园,800元/月,http://bj.ganji.com/fang3/2921420216x.htm
经典大复式 可住 可办公 价格美丽,通州-次渠租房-泰禾一号街区,6000元/月,http://bj.ganji.com/fang1/2936146769x.htm
良乡修造厂+新建巷小区+2室1厅1卫+集中供暖,房山-良乡租房-新建巷小区,2000元/月,http://bj.ganji.com/fang1/2935963802x.htm
朝阳-垡头 腾顺家园,朝阳-垡头租房-腾顺家园,3800元/月,http://bj.ganji.com/fang1/2857098520x.htm
古城南路两居出租.交通方便.地铁近.中介勿扰,石景山-古城租房-古城南路小区东区,4000元/月,http://bj.ganji.com/fang1/2940630290x.htm
"西山奥园 个人整租,即可住进来",石景山-苹果园租房-西山奥园,1600元/月,http://bj.ganji.com/fang1/2940629699x.htm
个人新建公寓临近地铁口独立厨卫 先到先得可挑选 月付,海淀-其他租房-挂甲屯5号院,800元/月,http://bj.ganji.com/fang1/2935877000x.htm
土桥 可月付 大开间 包物业取暖 自由筑 电梯房,通州-九棵树租房-自由筑,2300元/月,http://bj.ganji.com/fang1/2934211634x.htm
押一付一安立路地铁旁慧忠北里精装次卧出租紧邻金利大厦月付,朝阳-奥运村租房-慧忠北里第一社区,2000元/月,http://bj.ganji.com/fang3/2848903948x.htm
押一付一 大望路百子湾 易购空间精装卧室 后现代城苹果社区,朝阳-大望路租房-易构空间,1500元/月,http://bj.ganji.com/fang3/2842839847x.htm
五棵松南精装合租，男女不限，给您一个和谐的家,丰台-青塔租房-青塔芳园,1599元/月,http://bj.ganji.com/fang3/2835645615x.htm
精装壁纸两居室 紧邻地铁 价格优惠,通州-次渠租房-次渠家园,3400元/月,http://bj.ganji.com/fang1/2940629564x.htm
"北京香颂地铁门口落地窗温馨卧室出租,无中介",朝阳-望京租房-北京香颂,1800元/月,http://bj.ganji.com/fang3/2929312289x.htm
天洋城精装一居室，给你一个温馨的家,燕郊-城区租房-天洋城,800元/月,http://bj.ganji.com/fang1/2671736317x.htm
石景山门头沟永定冯村莲石路旁京西紫金新园一居,门头沟-永定租房-京西紫金新园,2000元/月,http://bj.ganji.com/fang1/2928320816x.htm
运河沿岸高档小区温馨一居室精装电梯洋房,通州-新华大街租房-京贸国际城,3000元/月,http://bj.ganji.com/fang1/2904805676x.htm
古城现代嘉园精装修一居室只需3300元 抓紧时间看房 手慢无,石景山-古城租房-古城现代嘉园,3300元/月,http://bj.ganji.com/fang1/2802368998x.htm
万祥小宋为您服务看房方便,大兴-黄村租房-首座御园(二期),2100元/月,http://bj.ganji.com/fang1/2911540580x.htm
曙光里 精装修 价格好议,朝阳-三元桥租房-曙光里,1800元/月,http://bj.ganji.com/fang1/2849630553x.htm
朝阳华严北里甲一号,朝阳-健翔桥租房-健翔山庄,4000元/月,http://bj.ganji.com/fang1/2857755640x.htm
13号线龙跃苑三区精装lofe楼上一居室独立卫浴阳台可月付,昌平-回龙观租房-龙跃苑三区,2800元/月,http://bj.ganji.com/fang1/2819664690x.htm
檀营生态城，南北通透。交通便利。精装修。。成熟社区,密云-密云城区租房-檀营国际生态城(南区),1200元/月,http://bj.ganji.com/fang1/2803817934x.htm
永安里 灵通观 秀水街 东大桥路 贵友大厦 双子座,昌平-昌平县城租房-永安里小区,550元/月,http://bj.ganji.com/fang3/2816007544x.htm
可宿舍 可月付 全装全配 安贞门地铁站 随时看房入住,朝阳-亚运村租房-安苑里,4200元/月,http://bj.ganji.com/fang1/2803004626x.htm
香山 红旗村 闵庄路 植物园 主卧出租 押一付一 无,海淀-香山租房-门头馨村北二区,1680元/月,http://bj.ganji.com/fang3/2847171675x.htm
个人急租房源真实干净便利,朝阳-四惠租房-通惠家园惠民园,2880元/月,http://bj.ganji.com/fang3/2849569923x.htm
安华里一区房子出租!,朝阳-安贞租房-安华里一区,2000元/月,http://bj.ganji.com/fang3/2849363097x.htm
古城地铁口 古城公园北边 精装南北通透两居 干净舒适,石景山-古城租房-首钢古城路小区东区,4100元/月,http://bj.ganji.com/fang1/2847819375x.htm
融泽嘉园 西二旗 软件园 智学苑 回龙观新村 精装包物业取暖,昌平-回龙观租房-融泽嘉园一号院,3800元/月,http://bj.ganji.com/fang1/2848465245x.htm
回龙观东大街畅悦居小区 修正大厦 宏福大厦 骑行10分到地铁,昌平-沙河租房-北京城建畅悦居,1000元/月,http://bj.ganji.com/fang3/2845094871x.htm
新上房源 万象新天 精装单间 看房有钥匙 6常营站,朝阳-常营租房-万象新天家园,2400元/月,http://bj.ganji.com/fang1/2846850324x.htm
小西天 今典花园 枫蓝国际购物中心附近，精装卧室，看房随时,海淀-西直门租房-索家坟小区,2300元/月,http://bj.ganji.com/fang3/2839606725x.htm
蓝庭苑 干净清爽3室 看房方便 8000元价格便宜！,顺义-后沙峪租房-蓝庭苑,8000元/月,http://bj.ganji.com/fang1/2798416896x.htm
星河皓月小区 西南+精装两居+随时看房+靠谱出租+性价比高,燕郊租房-星河皓月,1500元/月,http://bj.ganji.com/fang1/2857787926x.htm
土桥站 小街之春 精装修 正规三居室 配套齐全,通州-梨园租房-小街之春嘉园,4200元/月,http://bj.ganji.com/fang1/2857742143x.htm
龙湖冠寓可月付无免费健身房地铁14号线将台SOHO,朝阳-酒仙桥租房-龙湖冠寓,6090元/月,http://bj.ganji.com/fang3/2856270157x.htm
嘉园三里特价精装大次卧、家具家电齐全、随时看房、即住,丰台-马家堡租房-嘉园三里,1600元/月,http://bj.ganji.com/fang3/2857678255x.htm
新上房源 玉泉路地铁 精装两居室 全齐配置,海淀-玉泉路租房-玉泉新城东区,5500元/月,http://bj.ganji.com/fang1/2857633999x.htm
星河皓月精装两居++看房随时+精装修,燕郊-燕顺路租房-星河皓月,1600元/月,http://bj.ganji.com/fang1/2857593538x.htm
京旺家园七区 精装修单间 免费WIFI 定期保洁 无押金,朝阳-望京租房-京旺家园七区,2100元/月,http://bj.ganji.com/fang3/2936018390x.htm
安华里一区房子出租!,朝阳-安贞租房-安华里一区,2000元/月,http://bj.ganji.com/fang3/2849363097x.htm
泰禾一号精装loft大3居出租!!!,通州-次渠租房-泰禾一号街区,4500元/月,http://bj.ganji.com/fang1/2803812289x.htm
燕郊冯家府小学如家公寓火爆招租,燕郊-燕顺路租房-燕顺路冯家府小学学区公寓,400元/月,http://bj.ganji.com/fang1/2812209968x.htm
莲花苑小区 3居 3层 106㎡ 【2400】精装 ,延庆-延庆城区租房-莲花苑,2400元/月,http://bj.ganji.com/fang1/2933475353x.htm
翠林三里15号楼 3300/月 有钥匙,丰台-右安门租房-翠林三里,3300元/月,http://bj.ganji.com/fang1/2925216230x.htm
燕京航城 家具家电齐全 采光好 紧邻沃尔玛 南北通透大三居,燕郊租房-燕京航城,3000元/月,http://bj.ganji.com/fang1/2860170095x.htm
长辛店建设里 大两居室出租,丰台-长辛店租房-建设一里,2500元/月,http://bj.ganji.com/fang1/2776401429x.htm
亲，南岸二期，南向一居出租，精装，家电齐全，干净整洁看房方便,燕郊-燕顺路租房-夏威夷南岸,1400元/月,http://bj.ganji.com/fang1/2801646924x.htm
精装一居室 独立卫生间厨房 随时看房,昌平-沙河租房-起航公寓,1000元/月,http://bj.ganji.com/fang1/2849629602x.htm
澜西园二区 精装两居 南北通透 四面采光充足 出行便利,顺义-胜利租房-澜西园二区,2800元/月,http://bj.ganji.com/fang1/2924654828x.htm
宁馨苑电梯房 电梯房低楼层 低总价出租，随时看房 地铁附近哦,昌平-昌平县城租房-宁馨苑,2800元/月,http://bj.ganji.com/fang1/2922268850x.htm
保利春天派出小区就到地铁 精装复式 可月付  随时看,大兴-生物医药基地租房-保利春天派,2500元/月,http://bj.ganji.com/fang1/2915359718x.htm
钓鱼台小区精装修 家电齐全 即住,怀柔-怀柔租房-钓鱼台小区,4000元/月,http://bj.ganji.com/fang1/2811150297x.htm
"北分厂优质2居室,家电齐全,包物业取暖可",海淀-清河租房-北分厂家属区,3200元/月,http://bj.ganji.com/fang1/2797988158x.htm
"下甸小区 精装直租,照片是实拍",朝阳-双井租房-下甸小区,900元/月,http://bj.ganji.com/fang1/2857754545x.htm
南北通透精装 二居，主卧客厅都朝南，采光超棒，户型设计合理,昌平-昌平县城租房-北环里小区,2100元/月,http://bj.ganji.com/fang1/2758349245x.htm
北大家属院 北大西门 畅春园 一层大三居95平 随时看房,海淀-北大清华租房-畅春园,10500元/月,http://bj.ganji.com/fang1/2902981943x.htm
六里桥西地铁9号线10号线六里桥站六里桥10号院精装二居出租,丰台-六里桥租房-六里桥10号院,4600元/月,http://bj.ganji.com/fang1/2939669939x.htm
东恒时代二期 典藏小户型 西北一居室 装修好 使用方便 便宜,朝阳-四惠租房-东恒时代(二期),7400元/月,http://bj.ganji.com/fang1/2834950224x.htm
中湾国际精装一居中关村 新东方 微软 62平4600急租,海淀-苏州街租房-中湾国际,4600元/月,http://bj.ganji.com/fang1/2938041611x.htm
"个人房源,中介勿扰,远见名苑,二室一厅",宣武-广安门租房-个人房源，中介勿扰，远见名苑，二室一厅,7200元/月,http://bj.ganji.com/fang1/2849822257x.htm
"花家地小区出租正规次卧,随时看房,价格低,实拍照片",朝阳-望京租房-花家地小区,1700元/月,http://bj.ganji.com/fang3/2848621158x.htm
龙跃苑一区出租次卧1300元,昌平-回龙观租房-龙跃苑一区,1300元/月,http://bj.ganji.com/fang3/2931741845x.htm
花园桥地铁/白石桥 中国赛迪 师范大学 兵器大厦 精装次卧！,海淀-紫竹桥租房-昌运宫小区,2356元/月,http://bj.ganji.com/fang3/2938016879x.htm
为你而选 科源小区 2室1厅 60平,海淀-中关村租房-科源社区,4500元/月,http://bj.ganji.com/fang1/2855079043x.htm
五里店南里 精装南向一居室 看房有钥匙,丰台-五里店租房-五里店南里,2600元/月,http://bj.ganji.com/fang1/2891326826x.htm
15号线 北沙滩 农机院 中天国际 懿品阁 龙欣苑 精装次卧,朝阳-北沙滩租房-龙欣苑,1900元/月,http://bj.ganji.com/fang3/2809971300x.htm
北京新天地小区出租精装修一居室落地窗户,朝阳-管庄租房-北京新天地(西区),4500元/月,http://bj.ganji.com/fang1/2852978749x.htm
"农专北院 家电齐全,随时入住",北京周边-涿州租房-农专北院,1300元/月,http://bj.ganji.com/fang1/2857754191x.htm
通州-梨园 小街之春嘉园,通州-梨园租房-小街之春嘉园,1300元/月,http://bj.ganji.com/fang3/2855918419x.htm
六里桥家园六里桥家园,丰台-七里庄租房-六里桥家园,1600元/月,http://bj.ganji.com/fang1/2849628543x.htm
宏福苑小区公寓房大中小房间出租、1600到2000、随时入住,昌平-北七家租房-宏福苑小区,1800元/月,http://bj.ganji.com/fang1/2843426143x.htm
鼓楼南锣鼓巷什刹海附近平房,东城-其他租房-沙井胡同小区,2300元/月,http://bj.ganji.com/fang1/2810904353x.htm
阳光星苑北区，正规两居，设施齐全！好房不等人价钱合适,丰台-马家堡租房-新宫家园南区,4000元/月,http://bj.ganji.com/fang1/2832863964x.htm
出租 呼家楼 关东店 东大桥 核桃园 白家庄精装两居室,朝阳-东大桥租房-向军南里,5000元/月,http://bj.ganji.com/fang1/2839257304x.htm
朝阳北花园小区主卧南向 光线好 舒适温馨,朝阳-双桥租房-北花园小区(1号院),1600元/月,http://bj.ganji.com/fang3/2823782571x.htm
龙跃苑一区 出租次卧1300元霍营13号线地铁站,昌平-回龙观租房-龙跃苑一区,1300元/月,http://bj.ganji.com/fang3/2840738427x.htm
顶秀欣园东苑,丰台-宋家庄租房-顶秀欣园东苑,1600元/月,http://bj.ganji.com/fang1/2940626852x.htm
通州北关6号线物资学院1.5公里旁，刘庄新村两居，南北通透，,通州-北关租房-刘庄新村(东区),3333元/月,http://bj.ganji.com/fang1/2822040993x.htm
马驹桥 莲水怡园 精装修 单间出租 家电齐全 随时看房,通州-马驹桥租房-莲水怡园,1580元/月,http://bj.ganji.com/fang3/2841244483x.htm
六里桥地铁910号线北侧精装三居全齐配置随时看房入住,丰台-六里桥租房-海淀九号,6800元/月,http://bj.ganji.com/fang1/2821429185x.htm
温泉环保产业园 华为 温阳路 尚峰尚水 老年医院 地锦路,海淀-香山租房-尚峰尚水,1300元/月,http://bj.ganji.com/fang1/2856828043x.htm
宋家庄地铁附近 精装主卧 业主装修 家电齐全 真实照片月付,丰台-宋家庄租房-政馨园三区,1900元/月,http://bj.ganji.com/fang1/2912474720x.htm
朗琴园独立卧室正规一室两厅稀缺正对花园观景户型,宣武-广安门租房-朗琴园,6000元/月,http://bj.ganji.com/fang1/2934647714x.htm
三元桥燕莎三源里北小街一室一厅出租随时看房,朝阳-三元桥租房-三源里小区(北小街小区),5300元/月,http://bj.ganji.com/fang1/2926502774x.htm
龙腾苑四区.龙跃苑四区主卧独卫甩租，你不点开看看嘛？,昌平-回龙观租房-龙腾苑四区,2600元/月,http://bj.ganji.com/fang3/2801747740x.htm
为你而选 和谐雅园 3室1厅 112平,朝阳-劲松租房-和谐雅园,11000元/月,http://bj.ganji.com/fang1/2919408218x.htm
超值特价房，精美小单间，单身族，仅限一人，仅需1100元实图,朝阳-大山子租房-草场地环铁516车站,1100元/月,http://bj.ganji.com/fang3/2905239176x.htm
长丰园3室1厅1卫单间 总部基地 科技园 世界公园 大兴黄村,丰台-科技园区租房-长丰园一区,1300元/月,http://bj.ganji.com/fang3/2821412976x.htm
"豆各庄新村精装修朝南主卧,紧邻朱辛庄地铁,家电齐全,随时入住",昌平-回龙观租房-豆各庄新村,1500元/月,http://bj.ganji.com/fang3/2849627793x.htm
南湖中园二区 3室 1700元,朝阳-望京租房-南湖中园小区,1700元/月,http://bj.ganji.com/fang3/2940189884x.htm
育龙馨居地处怀柔雁西开发区 精装修拧包入住,怀柔-怀柔城区租房-育龙馨居,2500元/月,http://bj.ganji.com/fang1/2896635194x.htm
南华大街地处怀柔城北交通方便 拧包入住,怀柔-怀柔租房-南华园四区,3300元/月,http://bj.ganji.com/fang1/2802105267x.htm
丽湖嘉园地处怀柔城南 精装修 拧包入住,怀柔-怀柔租房-丽湖嘉园,4000元/月,http://bj.ganji.com/fang1/2813356609x.htm
达官营地铁 荣丰 丽水莲花 玺源台 西豪逸景精装复式真实照片,宣武-广安门租房-荣丰2008,4500元/月,http://bj.ganji.com/fang1/2849188362x.htm
八通线东一时区 通透两居 壁纸装修 特价好房 可月付随时看房,朝阳-管庄租房-东一时区,5500元/月,http://bj.ganji.com/fang1/2940187280x.htm
北二环边 中景濠庭大三居 2号线鼓楼大街站 可办公可居家,东城-安定门租房-中景濠庭,25000元/月,http://bj.ganji.com/fang1/2849185473x.htm
石景山区苹果园八大处香山南路精装大三居可租，方便看房,石景山-苹果园租房-西山枫林三区,6200元/月,http://bj.ganji.com/fang1/2849184120x.htm
三家合住有厨房可以两个人合租这个屋子,朝阳-常营租房-常营民族家园,1300元/月,http://bj.ganji.com/fang3/2850362590x.htm
精致1居 实景图 东直门东环广场保利剧院陆军总院巨石大厦旁边,东城-东四十条租房-新中西里社区,4800元/月,http://bj.ganji.com/fang1/2842884456x.htm
0押金月付 首开智慧社精装开间 业主甩租 只此一套 看房随时,昌平-回龙观租房-首开智慧社,3500元/月,http://bj.ganji.com/fang1/2822735556x.htm
大望路 四惠 红庙 慈云寺小区出租独卫 低层支付灵活看房随时,朝阳-红庙租房-慈云寺小区,1600元/月,http://bj.ganji.com/fang1/2830271103x.htm
为你而选 世纪星城 3室2厅 127平,通州-果园租房-世纪星城,6600元/月,http://bj.ganji.com/fang1/2840079708x.htm
方糖如园，精装修两居室，5.5挑高，随时看房，随时入住,顺义-后沙峪租房-北京方糖,6000元/月,http://bj.ganji.com/fang1/2844528055x.htm
"无,个人转租",朝阳-东坝租房-坝鑫家园,4500元/月,http://bj.ganji.com/fang1/2857740946x.htm
姚家园东里8号院三家合住 温馨卧室出租,朝阳-朝青板块租房-姚家园东里八号院,1700元/月,http://bj.ganji.com/fang3/2938246103x.htm
采光房南北通透 精装修 紧邻地铁新国展站,顺义-天竺租房-天恒花园,5900元/月,http://bj.ganji.com/fang1/2840677416x.htm
张湾 漷县镇平房出租9间房带独立院子1500元,通州-漷县租房-侯黄庄,1500元/月,http://bj.ganji.com/fang1/2892367691x.htm
独门独院四合院设计办公场所，利用空间充足,昌平-北七家租房-王府花园,18000元/月,http://bj.ganji.com/fang1/2839013986x.htm
福成五期精装自住一居，，采光好,燕郊-城区租房-福城上上城五期,800元/月,http://bj.ganji.com/fang1/2838689191x.htm
房屋优势:价格便宜，超值出租 领包入住,朝阳-亚运村租房-惠中园小区,2000元/月,http://bj.ganji.com/fang3/2789861040x.htm
六道口 农业大学婚房两室一厅一卫假一赔万 提供上学名额,海淀-学院路租房-农业大学东校区家属院,6800元/月,http://bj.ganji.com/fang1/2761911453x.htm
农家小院出租,顺义-李桥租房-馨港庄园,2000元/月,http://bj.ganji.com/fang1/2851558318x.htm
超大主卧独卫 望京新城 慧谷阳光 融科橄榄城 望京西园三区,朝阳-望京租房-国风北京,3800元/月,http://bj.ganji.com/fang1/2883630722x.htm
北罗锣鼓巷价钱合适的房子 可以住两个人 随时看房,东城-安定门租房-北锣鼓巷小区,1300元/月,http://bj.ganji.com/fang1/2818577905x.htm
地铁两居 创展 家具家电齐全 看房方便,顺义-中央别墅区租房-顺义绿地启航国际,3700元/月,http://bj.ganji.com/fang1/2856609556x.htm
临近西二旗地铁站，精装次卧，押一付一,海淀-西二旗租房-智学苑,1500元/月,http://bj.ganji.com/fang3/2912453606x.htm
拱辰新村两居室便宜出租+大学城西站+就这两天,房山-良乡租房-西部回迁,2400元/月,http://bj.ganji.com/fang1/2936325200x.htm
"七井胡同小区 诚心出租,入住优选",宣武-菜市口租房-七井胡同小区,1400元/月,http://bj.ganji.com/fang1/2857740079x.htm
个人无中介朝阳-定福庄 泰福苑二区,朝阳-定福庄租房-泰福苑二区,1800元/月,http://bj.ganji.com/fang3/2855598241x.htm
合租高米店地铁口 郁花园一里主卧独卫2100 周边物美 加油,大兴-西红门租房-郁花园一里,2100元/月,http://bj.ganji.com/fang1/2936291747x.htm
北房裕华园小一室，南北通透，好位置，急租急租,怀柔-怀柔租房-裕华园,1500元/月,http://bj.ganji.com/fang1/2934302630x.htm
上地马连洼菊园小区中间楼层南北通透与业主直接签合同包物业取暖,海淀-马连洼租房-菊园,4900元/月,http://bj.ganji.com/fang1/2783960173x.htm
月付 精装舒适次卧 和平西桥和平里北街地铁天丰利青年沟路附近,朝阳-和平街租房-和平街十五区2号院,1600元/月,http://bj.ganji.com/fang3/2835426336x.htm
西三村 两室一厅 地暖 新房 首出租,怀柔-怀柔租房-西三村,1200元/月,http://bj.ganji.com/fang1/2919920615x.htm
"朝阳-东坝 金驹家园F区一居室出租,随时入住",朝阳-东坝租房-金驹家园F区,3200元/月,http://bj.ganji.com/fang1/2845988085x.htm
个人公寓出租 独立卫生间厨房 冰箱洗衣机家具家电齐 精装修,昌平-天通苑租房-燕丹公寓,1100元/月,http://bj.ganji.com/fang1/2250524976x.htm
"有钱能使鬼推磨,没钱你得干眨眼点我,有单间独卫好房子押一付一",海淀-皂君庙租房-大钟寺小区,700元/月,http://bj.ganji.com/fang1/2841366886x.htm
青年创业大厦精装大开间 创业者的聚集的 包物业取暖随时看房,昌平-沙河租房-青年创业大厦,2300元/月,http://bj.ganji.com/fang1/2834566891x.htm
庄胜二期、椿树园、富卓大厦、精装两居、南北通透、可随时入住,宣武-其他租房-庄胜二期(芳芷苑,13000元/月,http://bj.ganji.com/fang1/2786764671x.htm
西三旗建材城东一里 两居室出租家具齐全,海淀-西三旗租房-建材城东一里,3600元/月,http://bj.ganji.com/fang1/2885276792x.htm
地铁6号线 14号线 临近朝阳公园 水碓子北里 次卧室出租,朝阳-水碓子租房-水碓子北里,2000元/月,http://bj.ganji.com/fang3/2669925490x.htm
"六里桥10号院精装一居室,离地铁7分钟",丰台-六里桥租房-六里桥10号院,3700元/月,http://bj.ganji.com/fang1/2849614485x.htm
中门寺39号院住宅100平抢租,门头沟-东辛房租房-中门花园,2700元/月,http://bj.ganji.com/fang1/2682416250x.htm
 真实照片 霞光里30号院正规一居室 ,朝阳-三元桥租房-霞光里小区,4800元/月,http://bj.ganji.com/fang1/2869358090x.htm
精装公寓、独立厨卫、向阳明窗、家电齐全、无中介！,崇文-沙子口租房-大红门角门和义南站,1000元/月,http://bj.ganji.com/fang1/2749891400x.htm
新上柏林精装短租半年一居室，业主自住，地铁黄渠常营附件,朝阳-管庄租房-柏林爱乐(二期),5500元/月,http://bj.ganji.com/fang1/2936738306x.htm
西潞园 干净两居 看房方便 短租,通州-北关租房-西潞园,2000元/月,http://bj.ganji.com/fang1/2767347148x.htm
富顿公寓-D座 1室1厅1卫 个人出租,朝阳-劲松租房-富顿公寓,6000元/月,http://bj.ganji.com/fang1/2940613394x.htm
增光路、美廉美超市、白堆子地铁、海军总医院、温馨次卧,海淀-花园桥租房-增光路40号院,2400元/月,http://bj.ganji.com/fang3/2843786265x.htm
仅此一套优质房源晶彩亦庄，价格亲民，精装修一居室，2400,通州-马驹桥租房-晶彩亦庄,2400元/月,http://bj.ganji.com/fang1/2885650472x.htm
月付出租曙光西里6号楼精装卧室时间国际时代畅想大厦仅此一套,朝阳-太阳宫租房-尚家楼48号院,1850元/月,http://bj.ganji.com/fang3/2927519213x.htm
康泽家园，两居室，紧邻长阳站，，有钥匙，随时看房,房山-长阳租房-康泽佳苑,2500元/月,http://bj.ganji.com/fang1/2848658899x.htm
东四张自忠路 精装小复式 家电齐全,东城-东四租房-育群胡同,3000元/月,http://bj.ganji.com/fang1/2928342902x.htm
"星河185,2室1厅1卫","燕郊-燕顺路租房-星河185,2室1厅1卫",1600元/月,http://bj.ganji.com/fang1/2853836221x.htm
"郁花园一里 房东诚心直租,价格面议",大兴-黄村租房-郁花园一里,1800元/月,http://bj.ganji.com/fang1/2857739044x.htm
"个人转租,没有",朝阳-百子湾租房-官悦欣园(B区),4300元/月,http://bj.ganji.com/fang1/2856649219x.htm
房山-长阳 加州水郡(西区),房山-长阳租房-加州水郡(西区),1200元/月,http://bj.ganji.com/fang3/2851426741x.htm
星河皓月1700双包+精装两居++南北通透+看房随时,燕郊-燕顺路租房-星河皓月,1700元/月,http://bj.ganji.com/fang1/2940466541x.htm
华发颐园精装大开间 有钥匙 带看方便 拿起电话约起来吧,朝阳-北苑租房-华发颐园,4900元/月,http://bj.ganji.com/fang1/2940466916x.htm
望京孙河精装大阳台卧装修中情侣的选着，交通便利，你还等什么呢,朝阳-孙河租房-康营家园,1980元/月,http://bj.ganji.com/fang3/2940464507x.htm
精装修单间 免费WIfi 定期保洁 无杂费 无押金 随时入住,朝阳-大山子租房-康营家园,2180元/月,http://bj.ganji.com/fang3/2845031718x.htm
急租 悦榕湾 两居室 豪华装修 全新家具家电 新出租,燕郊租房-汇福悦榕湾,1900元/月,http://bj.ganji.com/fang1/2849463432x.htm
6号线地铁 大悦城 阿曼寓所 兴隆家园 朝阳雅筑 白领家园,朝阳-朝青板块租房-阿曼寓所,2800元/月,http://bj.ganji.com/fang3/2849460561x.htm
望京 花家地南里 花家地小区精装大主卧 三家合租 无隔断,朝阳-花家地租房-花家地南里,2400元/月,http://bj.ganji.com/fang3/2849460132x.htm
龙腾苑五区 临近13地铁站 精装大次卧 家具家电齐全,昌平-回龙观租房-龙腾苑五区,1600元/月,http://bj.ganji.com/fang3/2940458210x.htm
个人出租弘善家园正规1居-中介别烦,朝阳-潘家园租房-弘善家园,4800元/月,http://bj.ganji.com/fang1/2849625303x.htm
三元桥京客隆超市新源街精装小次卧全女孩1600元,朝阳-三元桥租房-新源街,1608元/月,http://bj.ganji.com/fang3/2938889381x.htm
"芍药居北里的正规一居室,周边配套设施齐全",朝阳-芍药居租房-芍药居北里小区,4700元/月,http://bj.ganji.com/fang1/2848035093x.htm
朝阳雅筑 紧邻大悦城 ,朝阳-朝青板块租房-朝阳雅筑,5000元/月,http://bj.ganji.com/fang1/2842494834x.htm
东直门北小街 歌华大厦 后永康胡同平房私房独立洗澡间,东城-东直门租房-东直门北小街8号院,2900元/月,http://bj.ganji.com/fang1/2852827165x.htm
燕山东风北里两居室出租,房山-燕山租房-东风北里,900元/月,http://bj.ganji.com/fang1/2840717739x.htm
清源西里精装两居室家具家电齐全，出门就是地铁，看房方便位置好,大兴-黄村租房-清源西里,3600元/月,http://bj.ganji.com/fang1/2808526056x.htm
三家合租 宏福苑 主卧 南向 带独立卫生间,昌平-北七家租房-宏福苑小区,1400元/月,http://bj.ganji.com/fang3/2837648215x.htm
朝阳区6号线地铁常营站北辰福第南向合住精装卫生,朝阳-常营租房-北辰福第南区,2000元/月,http://bj.ganji.com/fang3/2848003686x.htm
六号线通州北关刘庄新村精装次卧 家电齐全 干净卫生 ,通州-北关租房-刘庄新村(西区),900元/月,http://bj.ganji.com/fang3/2934553667x.htm
西城区和平门前门煤市街精装四合院出租适合居住会所还可民宿,宣武-前门租房-前门西大街小区,25000元/月,http://bj.ganji.com/fang1/2929633886x.htm
燕郊燕顺路 夏威夷北岸 一居 干净明亮 价格便宜,燕郊-燕顺路租房-夏威夷北岸,1400元/月,http://bj.ganji.com/fang1/2814922383x.htm
悦榕湾精美一居， 便宜出租,燕郊-城区租房-汇福悦榕湾,1600元/月,http://bj.ganji.com/fang1/2892831911x.htm
中加锦园小区.配套齐全.南北通透.格局合理.采光好.,密云-密云城区租房-中加锦园,1800元/月,http://bj.ganji.com/fang1/2817708636x.htm
出租 亮马桥 三元桥 霞光里小区 精装一居,朝阳-三元桥租房-霞光里小区,5100元/月,http://bj.ganji.com/fang1/2891594738x.htm
"中介勿扰,家具家电齐全,",房山-良乡租房-旭辉E天地,2400元/月,http://bj.ganji.com/fang1/2846149626x.htm
三元桥亮马桥三源里精装主卧2800元,朝阳-三元桥租房-三源里小区(北小街小区),2800元/月,http://bj.ganji.com/fang3/2847888978x.htm
昌平-天通苑 天通苑西一区,昌平-天通苑租房-天通苑西一区,1650元/月,http://bj.ganji.com/fang3/2847449086x.htm
煤炭大厦171中学对面和平街十四区三家合住主卧出租,东城-和平里租房-和平街十四区,1800元/月,http://bj.ganji.com/fang3/2818932330x.htm
